date,redd_id,reach,fish_on_redd,age,run,redd_measured,redd_width,redd_length,pre_redd_depth,redd_pit_depth,redd_tail_depth,redd_substrate_class,tail_substrate_class,pre_redd_substrate_class,velocity
2022-10-13,2022-10-13_R4_R_31,R4,TRUE,2,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,coarse sand,NA
2022-11-04,2022-10-13_R4_R_31,R4,TRUE,5,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,coarse sand,NA
2022-10-13,2022-10-13_R4_R_32,R4,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2022-11-04,2022-10-13_R4_R_32,R4,FALSE,5,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2022-10-13,2022-10-13_R4_R_33,R4,FALSE,2,spring,TRUE,86,172,18,21,NA,very fine gravel,very fine gravel,very fine gravel,NA
2022-11-04,2022-10-13_R4_R_33,R4,FALSE,3,spring,TRUE,86,172,18,21,NA,very fine gravel,very fine gravel,very fine gravel,NA
2022-10-13,2022-10-13_R4_R_34,R4,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very fine gravel,very coarse sand,NA
2022-11-04,2022-10-13_R4_R_34,R4,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very fine gravel,very coarse sand,NA
2022-10-13,2022-10-13_R4_R_35,R4,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2022-11-04,2022-10-13_R4_R_35,R4,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2022-10-13,2022-10-13_R4_R_36,R4,TRUE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2022-11-04,2022-10-13_R4_R_36,R4,TRUE,3,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2022-10-13,2022-10-13_R4_R_37,R4,FALSE,2,spring,TRUE,115,195,20,24,NA,coarse sand,very coarse sand,very fine gravel,NA
2022-11-04,2022-10-13_R4_R_37,R4,FALSE,3,spring,TRUE,115,195,20,24,NA,coarse sand,very coarse sand,very fine gravel,NA
2022-10-11,2022-10-11_R1B_R_38,R1B,FALSE,2,spring,TRUE,82,206,12,20,NA,very fine gravel,very fine gravel,fine sand,NA
2022-10-31,2022-10-11_R1B_R_38,R1B,FALSE,3,spring,TRUE,82,206,12,20,NA,very fine gravel,very fine gravel,fine sand,NA
2022-10-11,2022-10-11_R1B_R_39,R1B,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2022-10-31,2022-10-11_R1B_R_39,R1B,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2022-10-11,2022-10-11_R2_R_40,R2,FALSE,2,spring,TRUE,206,253,28,25,NA,NA,very fine gravel,very coarse sand,NA
2022-11-03,2022-10-11_R2_R_40,R2,FALSE,3,spring,TRUE,206,253,28,25,NA,NA,very fine gravel,very coarse sand,NA
2022-10-11,2022-10-11_R2_R_41,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2022-11-03,2022-10-11_R2_R_41,R2,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2022-10-11,2022-10-11_R2_R_42,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2022-11-03,2022-10-11_R2_R_42,R2,FALSE,3,spring,NA,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2022-10-11,2022-10-11_R2_R_43,R2,FALSE,2,spring,TRUE,98,185,23,29,NA,fine sand,fine sand,very fine gravel,NA
2022-11-03,2022-10-11_R2_R_43,R2,FALSE,3,spring,TRUE,98,185,23,29,NA,fine sand,fine sand,very fine gravel,NA
2022-10-11,2022-10-11_R2_R_44,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,NA,NA
2022-11-03,2022-10-11_R2_R_44,R2,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,NA,NA
2022-10-11,2022-10-11_R2_R_45,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,fine sand,very fine gravel,NA,NA
2022-11-03,2022-10-11_R2_R_45,R2,FALSE,3,spring,NA,NA,NA,NA,NA,NA,fine sand,very fine gravel,NA,NA
2022-10-11,2022-10-11_R2_R_46,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2022-11-03,2022-10-11_R2_R_46,R2,FALSE,3,spring,NA,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2022-10-11,2022-10-11_R2_R_47,R2,FALSE,2,spring,TRUE,83,120,27,39,NA,very coarse sand,very coarse sand,NA,NA
2022-11-03,2022-10-11_R2_R_47,R2,FALSE,3,spring,TRUE,83,120,27,39,NA,very coarse sand,very coarse sand,NA,NA
2022-10-11,2022-10-11_R2_R_48,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2022-11-03,2022-10-11_R2_R_48,R2,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2022-10-11,2022-10-11_R2_R_49,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2022-11-03,2022-10-11_R2_R_49,R2,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2022-10-12,2022-10-12_R3_R_50,R3,FALSE,2,spring,TRUE,85,180,28,30,NA,NA,very fine gravel,very fine gravel,NA
2022-11-03,2022-10-12_R3_R_50,R3,FALSE,3,spring,TRUE,85,180,28,30,NA,NA,very fine gravel,very fine gravel,NA
2022-10-12,2022-10-12_R3_R_51,R3,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,NA,NA
2022-11-03,2022-10-12_R3_R_51,R3,FALSE,5,spring,NA,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,NA,NA
2022-10-12,2022-10-12_R3_R_52,R3,FALSE,2,spring,NA,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,NA
2022-11-03,2022-10-12_R3_R_52,R3,FALSE,4,spring,NA,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,NA
2022-10-12,2022-10-12_R3_R_53,R3,FALSE,2,spring,TRUE,86,175,6,17,NA,very coarse sand,very coarse sand,very coarse sand,NA
2022-11-03,2022-10-12_R3_R_53,R3,FALSE,3,spring,TRUE,86,175,6,17,NA,very coarse sand,very coarse sand,very coarse sand,NA
2022-10-12,2022-10-12_R3_R_54,R3,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2022-11-03,2022-10-12_R3_R_54,R3,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2022-10-12,2022-10-12_R3_R_55,R3,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very fine gravel,NA
2022-11-03,2022-10-12_R3_R_55,R3,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very fine gravel,NA
2022-10-12,2022-10-12_R3_R_56,R3,FALSE,3,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2022-11-03,2022-11-03_R2_R_57,R2,FALSE,2,spring,TRUE,108,351,27,31,NA,very fine gravel,very coarse sand,very fine gravel,NA
2022-11-03,2022-11-03_R2_R_58,R2,FALSE,2,spring,NA,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,NA,NA
2023-09-25,2023-09-11_R2_1,R2,FALSE,3,NA,NA,86,43,NA,15,NA,NA,NA,NA,NA
2023-10-10,2023-09-11_R2_1,R2,FALSE,5,NA,NA,86,43,NA,15,NA,NA,NA,NA,NA
2023-10-30,2023-10-10_R2_2,R2,FALSE,4,spring,NA,100,166,NA,29,NA,NA,very fine gravel,very coarse sand,NA
2023-11-01,2023-10-10_R2_3,R2,FALSE,3,spring,NA,56,84,NA,18,NA,very coarse sand,very fine gravel,NA,NA
2002-10-01,Redd_0035,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-01,Redd_0036,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-01,Redd_0037,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-01,Redd_0038,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-01,Redd_0039,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-01,Redd_0040,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-01,Redd_0041,R3,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-01,Redd_0042,R3,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0141,R2,NA,NA,spring,TRUE,72.00003888,182.00009828,10.000005400000001,16.00000864,8.00000432,fine gravel,fine gravel,fine gravel,2
2003-10-01,Redd_0142,R2,NA,NA,spring,TRUE,43.00002322,66.00003564,15.0000081,24.000012959999996,13.00000702,fine gravel,fine gravel,fine gravel,2
2003-10-01,Redd_0143,R2,NA,NA,spring,TRUE,42.00002268,80.00004320000001,15.0000081,19.00001026,13.00000702,fine gravel,fine gravel,fine gravel,2
2003-10-01,Redd_0144,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0145,R2,NA,NA,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0146,R2,NA,NA,spring,TRUE,108.00005832,152.00008208,13.00000702,16.00000864,5.0000027000000005,fine gravel,fine gravel,fine gravel,1
2003-10-01,Redd_0147,R2,NA,NA,spring,TRUE,51.000027540000005,170.00009179999998,10.000005400000001,15.0000081,7.000003780000001,fine gravel,fine gravel,fine gravel,1
2003-10-01,Redd_0148,R2,NA,NA,spring,TRUE,98.00005292,240.0001296,26.00001404,27.00001458,9.00000486,fine gravel,fine gravel,fine gravel,3
2003-10-01,Redd_0149,R2,NA,NA,spring,TRUE,52.00002808,140.0000756,14.000007559999998,23.000012419999997,12.000006479999998,fine gravel,fine gravel,fine gravel,3
2003-10-01,Redd_0150,R2,NA,NA,spring,TRUE,126.00006803999999,197.00010638,17.00000918,22.00001188,4.00000216,fine gravel,fine gravel,fine gravel,1
2003-10-01,Redd_0151,R2,NA,NA,spring,TRUE,148.00007992,265.0001431,15.0000081,23.000012419999997,10.000005400000001,fine gravel,fine gravel,fine gravel,2
2003-10-01,Redd_0152,R2,NA,NA,spring,TRUE,187.00010097999998,178.00009612,23.000012419999997,27.00001458,8.00000432,fine gravel,fine gravel,fine gravel,1
2003-10-01,Redd_0153,R2,NA,0,spring,TRUE,174.00009396000002,165.0000891,26.00001404,28.000015119999997,7.000003780000001,fine gravel,fine gravel,fine gravel,1
2003-10-01,Redd_0154,R3,NA,0,spring,TRUE,167.00009017999997,224.00012095999998,16.00000864,31.00001674,11.00000594,fine gravel,fine gravel,fine gravel,2
2003-10-01,Redd_0155,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0156,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0157,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0158,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0159,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0160,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0161,R3,NA,0,spring,TRUE,72.00003888,282.00015228,19.00001026,20.000010800000002,11.00000594,fine gravel,fine gravel,fine gravel,1
2003-10-01,Redd_0162,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0163,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0164,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0165,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0166,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0167,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0168,R3,NA,0,spring,TRUE,105.0000567,212.00011447999998,23.000012419999997,26.00001404,5.0000027000000005,fine gravel,fine gravel,fine gravel,1
2003-10-01,Redd_0169,R3,NA,0,spring,TRUE,84.00004536,205.0001107,9.00000486,11.00000594,2.00000108,fine gravel,fine gravel,fine gravel,0
2003-10-01,Redd_0170,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0171,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-01,Redd_0172,R3,NA,0,spring,TRUE,127.00006858,180.0000972,13.00000702,19.00001026,6.000003239999999,fine gravel,fine gravel,fine gravel,0
2003-10-01,Redd_0173,R3,NA,0,spring,TRUE,74.00003996,120.0000648,14.000007559999998,18.00000972,11.00000594,fine gravel,fine gravel,fine gravel,2
2003-10-01,Redd_0174,R3,NA,0,spring,TRUE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,1
2004-10-01,Redd_0309,R7,FALSE,2,spring,TRUE,107.00005778,240.0001296,12.000006479999998,14.000007559999998,2.00000108,very coarse sand,very fine gravel,very coarse sand,2
2004-10-01,Redd_0310,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0311,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0312,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0313,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0314,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0315,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0316,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0317,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0318,R7,FALSE,2,spring,TRUE,99.00005345999999,228.00012312,15.0000081,21.00001134,10.000005400000001,very fine gravel,very fine gravel,fine sand,3
2004-10-01,Redd_0319,R7,FALSE,2,spring,TRUE,148.00007992,249.00013445999997,16.00000864,23.000012419999997,8.00000432,very fine gravel,very fine gravel,very fine gravel,2
2004-10-01,Redd_0320,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0321,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0322,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0323,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0324,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-01,Redd_0325,R7,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2007-10-01,Redd_0519,R1,FALSE,2,spring,TRUE,30.0000162,88.00004752,13.00000702,18.00000972,6.000003239999999,very coarse sand,very fine gravel,very fine gravel,1
2007-10-01,Redd_0520,R1,FALSE,2,spring,TRUE,52.00002808,104.00005616,15.0000081,22.00001188,14.000007559999998,very fine gravel,very fine gravel,very fine gravel,2
2007-10-01,Redd_0521,R1,FALSE,2,spring,TRUE,53.000028619999995,122.00006588000001,10.000005400000001,16.00000864,9.00000486,very fine gravel,very fine gravel,very fine gravel,1
2007-10-01,Redd_0522,R1,FALSE,2,spring,TRUE,89.00004806,203.00010962000002,10.000005400000001,14.000007559999998,6.000003239999999,very fine gravel,very fine gravel,very fine gravel,2
2007-10-01,Redd_0523,R1,FALSE,2,spring,TRUE,71.00003834,210.0001134,10.000005400000001,14.000007559999998,7.000003780000001,very fine gravel,very coarse sand,fine sand,2
2007-10-01,Redd_0524,R1,FALSE,2,spring,TRUE,78.00004212,201.00010853999999,19.00001026,26.00001404,15.0000081,very fine gravel,very fine gravel,very fine gravel,1
2008-10-01,Redd_0650,R3,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-15,Redd_0650,R3,TRUE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0651,R3,FALSE,2,spring,TRUE,85.00004589999999,244.00013176000002,18.00000972,24.000012959999996,8.00000432,very coarse sand,very fine gravel,NA,1
2008-11-12,Redd_0651,R3,FALSE,3,spring,TRUE,85.00004589999999,244.00013176000002,18.00000972,24.000012959999996,8.00000432,very coarse sand,very fine gravel,NA,1
2008-10-01,Redd_0652,R3,FALSE,2,spring,TRUE,80.00004320000001,181.00009773999997,17.00000918,21.00001134,9.00000486,very fine gravel,very fine gravel,fine sand,2
2008-10-01,Redd_0653,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0654,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0655,R3,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0656,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-11-12,Redd_0656,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0657,R4,FALSE,2,spring,TRUE,110.0000594,216.00011664,11.00000594,19.00001026,9.00000486,very fine gravel,very fine gravel,very fine gravel,1
2008-10-15,Redd_0657,R4,FALSE,3,spring,TRUE,110.0000594,216.00011664,11.00000594,19.00001026,9.00000486,very fine gravel,very fine gravel,very fine gravel,1
2008-11-13,Redd_0657,R4,FALSE,3,spring,TRUE,110.0000594,216.00011664,11.00000594,19.00001026,9.00000486,very fine gravel,very fine gravel,very fine gravel,1
2008-10-01,Redd_0658,R4,FALSE,2,spring,TRUE,61.000032940000004,112.00006048000002,20.000010800000002,24.000012959999996,16.00000864,very fine gravel,very fine gravel,very fine gravel,2
2008-10-01,Redd_0659,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0660,R4,FALSE,2,spring,TRUE,43.00002322,64.00003456,11.00000594,13.00000702,10.000005400000001,very fine gravel,very coarse sand,NA,1
2008-10-15,Redd_0660,R4,FALSE,3,spring,TRUE,43.00002322,64.00003456,11.00000594,13.00000702,10.000005400000001,very fine gravel,very coarse sand,NA,1
2008-11-13,Redd_0660,R4,FALSE,4,spring,TRUE,43.00002322,64.00003456,11.00000594,13.00000702,10.000005400000001,very fine gravel,very coarse sand,NA,1
2008-10-01,Redd_0661,R4,FALSE,2,spring,TRUE,108.00005832,238.00012851999998,11.00000594,15.0000081,8.00000432,very fine gravel,very fine gravel,NA,1
2008-10-15,Redd_0661,R4,FALSE,2,spring,TRUE,108.00005832,238.00012851999998,11.00000594,15.0000081,8.00000432,very fine gravel,very fine gravel,NA,1
2008-11-13,Redd_0661,R4,FALSE,3,spring,TRUE,108.00005832,238.00012851999998,11.00000594,15.0000081,8.00000432,very fine gravel,very fine gravel,NA,1
2008-10-01,Redd_0662,R4,FALSE,2,spring,TRUE,145.00007829999998,218.00011772,23.000012419999997,27.00001458,17.00000918,very fine gravel,very fine gravel,very fine gravel,3
2008-10-01,Redd_0663,R4,FALSE,2,spring,TRUE,115.0000621,237.00012798,9.00000486,12.000006479999998,6.000003239999999,NA,very fine gravel,NA,1
2008-10-01,Redd_0664,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0665,R4,FALSE,3,spring,TRUE,47.00002538,67.00003618,9.00000486,13.00000702,5.0000027000000005,very coarse sand,very coarse sand,very coarse sand,2
2008-10-01,Redd_0666,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-01,Redd_0667,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2012-10-01,Redd_1056,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-10-09,Redd_1056,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-10-22,Redd_1056,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-10-01,Redd_1057,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-09,Redd_1057,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-22,Redd_1057,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-01,Redd_1058,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-09,Redd_1058,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-22,Redd_1058,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-01,Redd_1059,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-09,Redd_1059,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-22,Redd_1059,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-01,Redd_1060,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-09,Redd_1060,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-22,Redd_1060,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-01,Redd_1061,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,very fine gravel,NA
2012-10-09,Redd_1061,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,very fine gravel,NA
2012-10-22,Redd_1061,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,very fine gravel,NA
2012-10-01,Redd_1062,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-09,Redd_1062,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-22,Redd_1062,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-01,Redd_1063,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-09,Redd_1063,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-22,Redd_1063,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very fine gravel,NA
2012-10-01,Redd_1064,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,coarse sand,NA
2012-10-09,Redd_1064,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,coarse sand,NA
2012-10-22,Redd_1064,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,coarse sand,NA
2012-10-01,Redd_1065,R3,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-10-09,Redd_1065,R3,TRUE,3,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-10-22,Redd_1065,R3,TRUE,4,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-10-01,Redd_1066,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,very coarse sand,NA
2012-10-09,Redd_1066,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,very coarse sand,NA
2012-10-22,Redd_1066,R3,FALSE,4,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,very coarse sand,NA
2012-10-01,Redd_1067,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very fine gravel,NA
2012-10-09,Redd_1067,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very fine gravel,NA
2012-10-22,Redd_1067,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very fine gravel,NA
2012-10-01,Redd_1068,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-09,Redd_1068,R3,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-22,Redd_1068,R3,FALSE,4,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-01,Redd_1069,R3,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
