date,redd_id,reach,fish_on_redd,age,run,redd_measured,redd_width,redd_length,pre_redd_depth,redd_pit_depth,redd_tail_depth,redd_substrate_class,tail_substrate_class,pre_redd_substrate_class,velocity
2012-10-12,Redd_1221,R5,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-26,Redd_1221,R5,TRUE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-12,Redd_1222,R6,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-11-09,Redd_1222,R6,TRUE,4,spring,FALSE,NA,NA,NA,NA,NA,NA,very coarse sand,NA,NA
2012-10-12,Redd_1223,R5,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-26,Redd_1223,R5,TRUE,3,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-12,Redd_1224,R6,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2012-11-09,Redd_1224,R6,TRUE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2012-10-12,Redd_1225,R5,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-26,Redd_1225,R5,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-12,Redd_1226,R6,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-11-09,Redd_1226,R6,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-12,Redd_1227,R5,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-26,Redd_1227,R5,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-12,Redd_1228,R6,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-11-09,Redd_1228,R6,FALSE,4,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-12,Redd_1229,R5,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-26,Redd_1229,R5,TRUE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-12,Redd_1230,R6,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-11-09,Redd_1230,R6,TRUE,4,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-12,Redd_1231,R5,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-26,Redd_1231,R5,FALSE,4,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-12,Redd_1232,R6,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,NA,NA
2012-11-09,Redd_1232,R6,FALSE,4,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,NA,NA
2012-10-12,Redd_1233,R5,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,coarse sand,NA
2012-10-26,Redd_1233,R5,TRUE,3,spring,FALSE,NA,NA,NA,NA,NA,fine sand,very fine gravel,coarse sand,NA
2012-10-12,Redd_1234,R6,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-11-09,Redd_1234,R6,FALSE,4,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very fine gravel,NA
2012-10-12,Redd_1235,R5,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very coarse sand,NA
2012-10-26,Redd_1235,R5,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very coarse sand,very coarse sand,NA
2012-10-12,Redd_1236,R5,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2012-10-26,Redd_1236,R5,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,very coarse sand,very coarse sand,very coarse sand,NA
2004-10-13,Redd_0326,R2,TRUE,1,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-13,Redd_0327,R2,FALSE,2,spring,TRUE,212.00011447999998,274.00014796,16.00000864,31.00001674,8.00000432,very coarse sand,very coarse sand,very coarse sand,2
2004-10-13,Redd_0328,R2,FALSE,2,spring,TRUE,51.000027540000005,103.00005562000001,18.00000972,24.000012959999996,11.00000594,very coarse sand,very coarse sand,NA,2
2004-10-13,Redd_0329,R2,FALSE,2,spring,TRUE,60.0000324,175.0000945,13.00000702,28.000015119999997,11.00000594,very fine gravel,very coarse sand,very fine gravel,2
2004-10-13,Redd_0330,R2,FALSE,2,spring,TRUE,124.00006696,335.00018090000003,17.00000918,24.000012959999996,13.00000702,very coarse sand,very coarse sand,very coarse sand,2
2004-10-13,Redd_0331,R2,FALSE,2,spring,TRUE,138.00007452,262.00014148,19.00001026,30.0000162,5.0000027000000005,very fine gravel,very fine gravel,very fine gravel,2
2004-10-13,Redd_0332,R2,FALSE,2,spring,TRUE,53.000028619999995,103.00005562000001,18.00000972,25.0000135,15.0000081,very fine gravel,very fine gravel,very fine gravel,2
2004-10-13,Redd_0333,R2,FALSE,2,spring,TRUE,117.00006318,195.00010529999997,18.00000972,22.00001188,12.000006479999998,very coarse sand,very fine gravel,very coarse sand,1
2004-10-13,Redd_0334,R2,FALSE,2,spring,TRUE,114.00006156,125.0000675,16.00000864,23.000012419999997,9.00000486,very coarse sand,very fine gravel,very coarse sand,2
2004-10-13,Redd_0335,R2,FALSE,2,spring,TRUE,154.00008316,201.00010853999999,15.0000081,27.00001458,12.000006479999998,very fine gravel,very fine gravel,very fine gravel,2
2004-10-13,Redd_0336,R2,FALSE,2,spring,TRUE,45.0000243,118.00006372,14.000007559999998,24.000012959999996,12.000006479999998,NA,very fine gravel,very coarse sand,3
2004-10-13,Redd_0337,R2,FALSE,2,spring,TRUE,69.00003726,92.00004968,19.00001026,26.00001404,14.000007559999998,very coarse sand,very fine gravel,very coarse sand,2
2004-10-13,Redd_0338,R2,FALSE,2,spring,TRUE,61.000032940000004,145.00007829999998,24.000012959999996,28.000015119999997,17.00000918,very coarse sand,very coarse sand,very coarse sand,2
2004-10-13,Redd_0339,R3,FALSE,2,spring,TRUE,76.00004104,125.0000675,13.00000702,15.0000081,6.000003239999999,NA,very fine gravel,fine sand,1
2005-10-13,Redd_0375,R4,TRUE,1,spring,TRUE,150.000081,260.0001404,14.000007559999998,20.000010800000002,12.000006479999998,very fine gravel,very fine gravel,very fine gravel,3
2005-10-13,Redd_0376,R4,FALSE,2,spring,TRUE,80.00004320000001,245.0001323,12.000006479999998,16.00000864,11.00000594,very fine gravel,very fine gravel,fine sand,3
2005-10-13,Redd_0377,R4,FALSE,2,spring,TRUE,75.0000405,140.0000756,16.00000864,22.00001188,12.000006479999998,very fine gravel,very fine gravel,fine sand,3
2005-10-13,Redd_0378,R4,FALSE,2,spring,TRUE,130.0000702,250.000135,20.000010800000002,26.00001404,11.00000594,very fine gravel,very fine gravel,very fine gravel,2
2005-10-13,Redd_0379,R4,FALSE,2,spring,TRUE,85.00004589999999,188.00010152,18.00000972,22.00001188,13.00000702,very fine gravel,very fine gravel,very fine gravel,2
2005-10-13,Redd_0380,R4,FALSE,2,spring,TRUE,90.0000486,180.0000972,26.00001404,28.000015119999997,21.00001134,very fine gravel,very fine gravel,very fine gravel,2
2005-10-13,Redd_0381,R5,FALSE,2,spring,TRUE,152.00008208,268.00014472,15.0000081,28.000015119999997,5.0000027000000005,very coarse sand,very coarse sand,very coarse sand,1
2005-10-13,Redd_0382,R5,FALSE,2,spring,TRUE,224.00012095999998,206.00011124000002,23.000012419999997,22.00001188,6.000003239999999,very fine gravel,very fine gravel,very coarse sand,1
2005-10-13,Redd_0383,R5,TRUE,1,spring,TRUE,150.000081,190.0001026,15.0000081,20.000010800000002,10.000005400000001,very fine gravel,very fine gravel,very fine gravel,1
2005-10-13,Redd_0384,R5,FALSE,2,spring,TRUE,46.00002484,86.00004644,35.0000189,35.0000189,21.00001134,very fine gravel,very fine gravel,very fine gravel,2
2005-10-13,Redd_0385,R5,FALSE,2,spring,TRUE,55.0000297,194.00010476,23.000012419999997,26.00001404,15.0000081,very fine gravel,very coarse sand,very coarse sand,3
2010-10-13,Redd_0842,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-26,Redd_0842,R2,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0843,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0845,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0846,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0847,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0848,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-26,Redd_0848,R2,FALSE,4,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0849,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0851,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-26,Redd_0851,R2,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0852,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0853,R2,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0854,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0855,R2,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-26,Redd_0855,R2,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0856,R3,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0857,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0858,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0859,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-13,Redd_0860,R3,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-13,Redd_0923,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-13,Redd_0924,R5,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,very fine gravel,very fine gravel,very coarse sand,NA
2011-10-13,Redd_0925,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-13,Redd_0926,R5,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-13,Redd_0927,R4,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-13,Redd_0928,R5,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-13,Redd_0929,R5,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-14,Redd_0192,R1,NA,0,spring,TRUE,47.00002538,90.0000486,14.000007559999998,16.00000864,8.00000432,fine gravel,fine gravel,fine gravel,NA
2003-10-14,Redd_0193,R1,NA,0,spring,TRUE,110.0000594,190.0001026,20.000010800000002,24.000012959999996,2.00000108,fine gravel,fine gravel,fine gravel,NA
2003-10-14,Redd_0194,R1,NA,0,spring,TRUE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,1
2003-10-14,Redd_0195,R1,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2004-10-14,Redd_0340,R4,FALSE,2,spring,TRUE,112.00006048000002,110.0000594,18.00000972,23.000012419999997,16.00000864,very fine gravel,very fine gravel,very fine gravel,2
2004-10-14,Redd_0341,R4,FALSE,2,spring,TRUE,81.00004374,156.00008424,17.00000918,21.00001134,8.00000432,very fine gravel,very fine gravel,very fine gravel,3
2008-10-14,Redd_0672,R2,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-14,Redd_0673,R2,FALSE,2,spring,TRUE,84.00004536,149.00008046000002,13.00000702,21.00001134,10.000005400000001,very coarse sand,very fine gravel,very coarse sand,3
2008-10-28,Redd_0673,R2,FALSE,3,spring,TRUE,84.00004536,149.00008046000002,13.00000702,21.00001134,10.000005400000001,very coarse sand,very fine gravel,very coarse sand,3
2008-11-12,Redd_0673,R2,FALSE,3,spring,TRUE,84.00004536,149.00008046000002,13.00000702,21.00001134,10.000005400000001,very coarse sand,very fine gravel,very coarse sand,3
2008-10-14,Redd_0674,R2,FALSE,2,spring,TRUE,35.0000189,85.00004589999999,18.00000972,22.00001188,16.00000864,very fine gravel,very fine gravel,very fine gravel,2
2008-11-12,Redd_0674,R2,FALSE,3,spring,TRUE,35.0000189,85.00004589999999,18.00000972,22.00001188,16.00000864,very fine gravel,very fine gravel,very fine gravel,2
2008-10-14,Redd_0675,R2,FALSE,2,spring,TRUE,220.0001188,234.00012636,15.0000081,22.00001188,9.00000486,NA,very fine gravel,very fine gravel,1
2008-10-14,Redd_0676,R2,FALSE,2,spring,TRUE,175.0000945,179.00009666,16.00000864,19.00001026,6.000003239999999,NA,very fine gravel,very fine gravel,2
2008-10-14,Redd_0677,R2,TRUE,2,spring,TRUE,102.00005508000001,195.00010529999997,19.00001026,24.000012959999996,9.00000486,very coarse sand,very fine gravel,very coarse sand,2
2008-10-14,Redd_0678,R2,FALSE,2,spring,TRUE,62.00003348,197.00010638,13.00000702,18.00000972,9.00000486,very fine gravel,very fine gravel,very fine gravel,4
2010-10-14,Redd_0861,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-27,Redd_0861,R4,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-14,Redd_0862,R6,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-14,Redd_0863,R4,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-27,Redd_0863,R4,FALSE,3,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2010-10-14,Redd_0864,R6,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-14,Redd_0930,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-14,Redd_0931,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-14,Redd_0932,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-14,Redd_0933,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-14,Redd_0934,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2011-10-14,Redd_0935,R2,FALSE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-15,Redd_0006,R1,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-15,Redd_0007,R1,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-15,Redd_0008,R1,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-15,Redd_0009,R1,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-15,Redd_0196,R2,NA,0,spring,TRUE,211.00011394,195.00010529999997,18.00000972,27.00001458,2.00000108,fine gravel,fine gravel,fine gravel,1
2003-10-15,Redd_0197,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-15,Redd_0198,R2,NA,0,spring,TRUE,67.00003618,177.00009558,9.00000486,19.00001026,12.000006479999998,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0199,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2003-10-15,Redd_0200,R2,NA,0,spring,TRUE,135.0000729,295.0001593,17.00000918,28.000015119999997,5.0000027000000005,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0201,R2,NA,0,spring,TRUE,61.000032940000004,168.00009072,20.000010800000002,23.000012419999997,8.00000432,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0202,R2,NA,0,spring,TRUE,67.00003618,123.00006642000001,15.0000081,22.00001188,12.000006479999998,fine gravel,fine gravel,fine gravel,3
2003-10-15,Redd_0203,R2,NA,0,spring,TRUE,47.00002538,159.00008585999998,25.0000135,22.00001188,7.000003780000001,fine gravel,fine gravel,fine gravel,1
2003-10-15,Redd_0204,R2,NA,0,spring,TRUE,153.00008262,281.00015174,23.000012419999997,28.000015119999997,12.000006479999998,fine gravel,fine gravel,fine gravel,NA
2003-10-15,Redd_0205,R2,NA,0,spring,TRUE,96.00005183999998,234.00012636,35.0000189,28.000015119999997,6.000003239999999,fine gravel,fine gravel,fine gravel,NA
2003-10-15,Redd_0206,R2,NA,0,spring,TRUE,63.000034019999994,118.00006372,25.0000135,28.000015119999997,14.000007559999998,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0207,R2,NA,0,spring,TRUE,148.00007992,270.0001458,23.000012419999997,28.000015119999997,7.000003780000001,fine gravel,fine gravel,fine gravel,NA
2003-10-15,Redd_0208,R2,NA,0,spring,TRUE,242.00013067999998,270.0001458,13.00000702,22.00001188,10.000005400000001,fine gravel,fine gravel,fine gravel,NA
2003-10-15,Redd_0209,R2,NA,0,spring,TRUE,58.00003132,111.00005994,17.00000918,22.00001188,10.000005400000001,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0210,R2,NA,0,spring,TRUE,115.0000621,235.00012689999997,23.000012419999997,24.000012959999996,7.000003780000001,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0211,R2,NA,0,spring,TRUE,153.00008262,220.0001188,30.0000162,47.00002538,10.000005400000001,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0212,R2,NA,0,spring,TRUE,128.00006912,249.00013445999997,29.00001566,32.00001728,13.00000702,fine gravel,fine gravel,fine gravel,1
2003-10-15,Redd_0213,R2,NA,0,spring,TRUE,120.0000648,225.0001215,18.00000972,25.0000135,NA,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0214,R2,NA,0,spring,TRUE,82.00004428000001,98.00005292,12.000006479999998,21.00001134,6.000003239999999,fine gravel,fine gravel,fine gravel,3
2003-10-15,Redd_0215,R2,NA,0,spring,TRUE,95.0000513,123.00006642000001,15.0000081,20.000010800000002,12.000006479999998,fine gravel,fine gravel,fine gravel,3
2003-10-15,Redd_0216,R2,NA,0,spring,TRUE,33.00001782,125.0000675,16.00000864,21.00001134,6.000003239999999,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0217,R3,NA,0,spring,TRUE,96.00005183999998,212.00011447999998,10.000005400000001,14.000007559999998,10.000005400000001,fine gravel,fine gravel,fine gravel,2
2003-10-15,Redd_0218,R3,NA,0,spring,TRUE,105.0000567,267.00014418,15.0000081,19.00001026,11.00000594,fine gravel,fine gravel,fine gravel,1
2003-10-15,Redd_0219,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2008-10-15,Redd_0679,R3,FALSE,2,spring,TRUE,91.00004914,128.00006912,17.00000918,22.00001188,13.00000702,very fine gravel,very coarse sand,NA,1
2008-11-12,Redd_0679,R3,FALSE,3,spring,TRUE,91.00004914,128.00006912,17.00000918,22.00001188,13.00000702,very fine gravel,very coarse sand,NA,1
2008-10-15,Redd_0680,R3,FALSE,3,spring,TRUE,77.00004158,171.00009234,17.00000918,20.000010800000002,12.000006479999998,fine sand,very fine gravel,fine sand,2
2008-10-15,Redd_0681,R3,TRUE,2,spring,TRUE,103.00005562000001,170.00009179999998,10.000005400000001,12.000006479999998,1.00000054,very coarse sand,very coarse sand,NA,1
2008-10-15,Redd_0682,R4,FALSE,2,spring,TRUE,91.00004914,336.00018144,13.00000702,18.00000972,10.000005400000001,very fine gravel,very coarse sand,very fine gravel,2
2008-10-15,Redd_0683,R4,FALSE,2,spring,TRUE,65.0000351,245.0001323,18.00000972,21.00001134,12.000006479999998,very fine gravel,very coarse sand,very coarse sand,0
2008-11-13,Redd_0683,R4,FALSE,3,spring,TRUE,65.0000351,245.0001323,18.00000972,21.00001134,12.000006479999998,very fine gravel,very coarse sand,very coarse sand,0
2008-10-15,Redd_0684,R4,FALSE,2,spring,TRUE,58.00003132,112.00006048000002,16.00000864,22.00001188,14.000007559999998,fine sand,very coarse sand,very fine gravel,2
2008-10-15,Redd_0685,R4,TRUE,2,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2018-10-15,Redd_1571,R1,FALSE,2,spring,TRUE,116.00006264,193.00010422,16.00000864,19.00001026,12.000006479999998,very coarse sand,very coarse sand,NA,1
2018-10-15,Redd_1577,R2,FALSE,2,spring,FALSE,0,0,0,0,0,very coarse sand,very coarse sand,NA,0
2018-10-15,Redd_1578,R2,FALSE,2,spring,TRUE,72.00003888,130.0000702,19.00001026,24.000012959999996,15.0000081,very coarse sand,very coarse sand,very fine gravel,2
2018-10-15,Redd_1579,R2,FALSE,2,spring,FALSE,0,0,0,0,0,very coarse sand,very coarse sand,very coarse sand,0
2018-10-15,Redd_1580,R2,FALSE,2,spring,TRUE,55.0000297,110.0000594,8.00000432,14.000007559999998,10.000005400000001,very coarse sand,very coarse sand,very fine gravel,4
2018-10-15,Redd_1581,R2,FALSE,2,spring,FALSE,0,0,0,0,0,NA,very coarse sand,very coarse sand,0
2018-10-15,Redd_1582,R2,FALSE,2,spring,FALSE,0,0,0,0,0,very coarse sand,very fine gravel,NA,0
2018-10-15,Redd_1583,R2,FALSE,2,spring,TRUE,140.0000756,250.000135,15.0000081,22.00001188,10.000005400000001,NA,very fine gravel,very coarse sand,2
2018-10-15,Redd_1584,R2,FALSE,2,spring,FALSE,0,0,0,0,0,very coarse sand,very fine gravel,very coarse sand,0
2019-10-15,Redd_1613,R1,FALSE,2,spring,TRUE,113.00006102,162.00008748,19.00001026,29.00001566,11.00000594,very coarse sand,very fine gravel,very fine gravel,0
2001-10-16,Redd_0010,R2,NA,0,spring,TRUE,37.00001998,77.00004158,18.00000972,23.000012419999997,11.00000594,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0011,R2,NA,0,spring,TRUE,129.00006965999998,166.00008964,16.00000864,21.00001134,10.000005400000001,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0012,R2,NA,0,spring,TRUE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0013,R2,NA,NA,spring,TRUE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0014,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0015,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0016,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0017,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0018,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0019,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0020,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0021,R3,NA,0,spring,TRUE,58.00003132,120.0000648,11.00000594,13.00000702,7.000003780000001,fine gravel,fine gravel,fine gravel,1
2001-10-16,Redd_0022,R3,NA,0,spring,TRUE,68.00003672,94.00005076,14.000007559999998,17.00000918,8.00000432,fine gravel,fine gravel,fine gravel,1
2001-10-16,Redd_0023,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2001-10-16,Redd_0024,R3,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0059,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0060,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0061,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0062,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0063,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0064,R2,NA,0,spring,TRUE,52.00002808,63.000034019999994,11.00000594,16.00000864,9.00000486,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0065,R2,NA,0,spring,TRUE,33.00001782,69.00003726,9.00000486,15.0000081,8.00000432,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0066,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
2002-10-16,Redd_0067,R2,NA,0,spring,FALSE,NA,NA,NA,NA,NA,fine gravel,fine gravel,fine gravel,NA
